Title,source,source link,link,link date,downloaded on,download success,file name,file path
Contracted Civilian-Acquired Training (CCAT) for Reserve Components,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/120016p.pdf,2021-01-29 14:32,2021-01-30 12:43,True,120016p.pdf,../documents/pdfs/DoD/directives/120016p.pdf
Managing the Reserve Components as an Operational Force,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/120017p.pdf,2021-01-29 14:32,2021-01-30 12:43,True,120017p.pdf,../documents/pdfs/DoD/directives/120017p.pdf
Mortuary Affairs Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130022p.pdf?ver=2019-04-29-080316-833,2021-01-29 14:32,2021-01-30 12:43,True,130022p.pdf,../documents/pdfs/DoD/directives/130022p.pdf
Appointment of Chaplains for The Military Departments,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130419p.pdf,2021-01-29 14:32,2021-01-30 12:43,True,130419p.pdf,../documents/pdfs/DoD/directives/130419p.pdf
"Policy on Enlistment Bonuses, Accession Bonuses for New Officers In Critical Skills, Selective Reenlistment Bonuses, and Critical Skills Retention Bonuses for Active Members",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130421p.pdf,2021-01-29 14:32,2021-01-30 12:43,True,130421p.pdf,../documents/pdfs/DoD/directives/130421p.pdf
DoD Physical Fitness and Body Fat Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130801p.pdf,2021-01-29 14:32,2021-01-30 12:43,True,130801p.pdf,../documents/pdfs/DoD/directives/130801p.pdf
Joint DoD Committee on Fitness,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130802p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,130802p.pdf,../documents/pdfs/DoD/directives/130802p.pdf
Military Department Foreign Area Officer (FAO) Programs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/131517p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,131517p.pdf,../documents/pdfs/DoD/directives/131517p.pdf
Voluntary Education Programs for Military Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132208p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,132208p.pdf,../documents/pdfs/DoD/directives/132208p.pdf
Funded Legal Education,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132212p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,132212p.pdf,../documents/pdfs/DoD/directives/132212p.pdf
Montgomery GI Bill (MGIB) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132216p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,132216p.pdf,../documents/pdfs/DoD/directives/132216p.pdf
Military Training,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132218p.pdf?ver=2019-10-03-070105-163,2021-01-29 14:32,2021-01-30 12:44,True,132218p.pdf,../documents/pdfs/DoD/directives/132218p.pdf
Confinement of Military Prisoners and Administration of Military Correctional Programs and Facilities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132504p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,132504p.pdf,../documents/pdfs/DoD/directives/132504p.pdf
Survivor Annuity Programs for The Uniformed Services,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133227p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,133227p.pdf,../documents/pdfs/DoD/directives/133227p.pdf
Boards for Correction of Military Records (BCMRs) and Discharge Review Boards (DRBs),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133241p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,133241p.pdf,../documents/pdfs/DoD/directives/133241p.pdf
Armed Forces Clothing Monetary Allowance Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133805p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,133805p.pdf,../documents/pdfs/DoD/directives/133805p.pdf
Settling Personnel and General Claims and Processing Advance Decision Requests,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134020p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,134020p.pdf,../documents/pdfs/DoD/directives/134020p.pdf
Waiver of Debts Resulting from Erroneous Payments of Pay and Allowances,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134022p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,134022p.pdf,../documents/pdfs/DoD/directives/134022p.pdf
Department of Defense Education Activity (DODEA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134220p.pdf?ver=2020-07-07-110814-893,2021-01-29 14:32,2021-01-30 12:44,True,134220p.pdf,../documents/pdfs/DoD/directives/134220p.pdf
Political Activities By Members of The Armed Forces,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134410p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,134410p.pdf,../documents/pdfs/DoD/directives/134410p.pdf
Department of Defense Military Equal Opportunity (MEO) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/135002p.pdf?ver=2019-04-29-080315-210,2021-01-29 14:32,2021-01-30 12:44,True,135002p.pdf,../documents/pdfs/DoD/directives/135002p.pdf
Legal Assistance Matters,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/135004p.pdf?ver=2019-07-08-102123-553,2021-01-29 14:32,2021-01-30 12:44,True,135004p.pdf,../documents/pdfs/DoD/directives/135004p.pdf
DoD Policy for Civilian Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140005p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,140005p.pdf,../documents/pdfs/DoD/directives/140005p.pdf
DoD Civilian Personnel Management System,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140025p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,140025p.pdf,../documents/pdfs/DoD/directives/140025p.pdf
Defense Civilian Intelligence Personnel System (DCIPS),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140035p.pdf?ver=2020-08-28-084617-743,2021-01-29 14:32,2021-01-30 12:44,True,140035p.pdf,../documents/pdfs/DoD/directives/140035p.pdf
DoD Nonappropriated Fund Instrumentality (NAFI) Employee Whistleblower Protection,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140103p.pdf?ver=2020-02-28-131906-483,2021-01-29 14:32,2021-01-30 12:44,True,140103p.pdf,../documents/pdfs/DoD/directives/140103p.pdf
The Senior Executive Service and Equivalent-Level Positions and Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140301p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,140301p.pdf,../documents/pdfs/DoD/directives/140301p.pdf
The Career Lifecycle Management of The Senior Executive Service Leaders Within The Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140303p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,140303p.pdf,../documents/pdfs/DoD/directives/140303p.pdf
Basic Allowance for Subsistence (BAS) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/141805p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,141805p.pdf,../documents/pdfs/DoD/directives/141805p.pdf
DoD Civilian Equal Employment Opportunity (EEO) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/14401p.pdf?ver=2019-06-06-101301-593,2021-01-29 14:32,2021-01-30 12:44,True,14401p.pdf,../documents/pdfs/DoD/directives/14401p.pdf
Civil Affairs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200013p.pdf?ver=2019-02-11-124951-983,2021-01-29 14:32,2021-01-30 12:44,True,200013p.pdf,../documents/pdfs/DoD/directives/200013p.pdf
United States Policy on The Committee on Women In The North Atlantic Treaty Organization (NATO) Forces,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200017p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,200017p.pdf,../documents/pdfs/DoD/directives/200017p.pdf
Maritime Domain Awareness (MDA) in the Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200502e.pdf?ver=2019-02-13-092223-660,2021-01-29 14:32,2021-01-30 12:44,True,200502e.pdf,../documents/pdfs/DoD/directives/200502e.pdf
The North Atlantic Treaty Organization (NATO) Security Investment Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/201005p.pdf?ver=2018-09-27-133516-190,2021-01-29 14:32,2021-01-30 12:44,True,201005p.pdf,../documents/pdfs/DoD/directives/201005p.pdf
Acquisition and Cross-Servicing Agreements,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/201009p.pdf?ver=2018-09-26-083859-497,2021-01-29 14:32,2021-01-30 12:44,True,201009p.pdf,../documents/pdfs/DoD/directives/201009p.pdf
"Implementation of, and Compliance with, Arms Control Agreements",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206001p.pdf?ver=2020-06-23-112531-343,2021-01-29 14:32,2021-01-30 12:44,True,206001p.pdf,../documents/pdfs/DoD/directives/206001p.pdf
DoD Countering Weapons of Mass Destruction (WMD) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206002_dodd_2017.pdf,2021-01-29 14:32,2021-01-30 12:44,True,206002_dodd_2017.pdf,../documents/pdfs/DoD/directives/206002_dodd_2017.pdf
DoD Support to the National Technical Nuclear Forensics (NTNF) Program (U),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S206004_placeholder.pdf?ver=ZpACByhjchdjP4V-6CbkxA%3d%3d,2021-01-29 14:32,2021-01-30 12:44,True,S206004_placeholder.pdf,../documents/pdfs/DoD/directives/S206004_placeholder.pdf
DoD Personnel Support to the United Nations,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206501p.pdf?ver=2019-08-07-114238-280,2021-01-29 14:32,2021-01-30 12:44,True,206501p.pdf,../documents/pdfs/DoD/directives/206501p.pdf
Recoupment of Nonrecurring Costs (NCs) on Sales of U.S. Items,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/214002p.pdf?ver=2018-05-22-090324-387,2021-01-29 14:32,2021-01-30 12:44,True,214002p.pdf,../documents/pdfs/DoD/directives/214002p.pdf
DoD Detainee Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231001e.pdf?ver=2020-09-17-120725-733,2021-01-29 14:32,2021-01-30 12:44,True,231001e.pdf,../documents/pdfs/DoD/directives/231001e.pdf
Past Conflict Personnel Accounting Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231007p.pdf?ver=2018-04-23-075909-973,2021-01-29 14:32,2021-01-30 12:44,True,231007p.pdf,../documents/pdfs/DoD/directives/231007p.pdf
DoD Law of War Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231101p.pdf?ver=2020-07-02-143157-007,2021-01-29 14:32,2021-01-30 12:44,True,231101p.pdf,../documents/pdfs/DoD/directives/231101p.pdf
"DoD Executive Agent for Non-Lethal Weapons (NLW), and NLW Policy",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300003p.pdf?ver=2018-10-24-112944-467,2021-01-29 14:32,2021-01-30 12:44,True,300003p.pdf,../documents/pdfs/DoD/directives/300003p.pdf
Stabilization,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300005p.pdf?ver=2018-12-13-145923-550,2021-01-29 14:32,2021-01-30 12:44,True,300005p.pdf,../documents/pdfs/DoD/directives/300005p.pdf
Combat Support Agencies (CSAs),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300006p.pdf?ver=2019-01-24-093121-273,2021-01-29 14:32,2021-01-30 12:44,True,300006p.pdf,../documents/pdfs/DoD/directives/300006p.pdf
Irregular Warfare (IW),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300007p.pdf?ver=2019-02-04-124731-573,2021-01-29 14:32,2021-01-30 12:44,True,300007p.pdf,../documents/pdfs/DoD/directives/300007p.pdf
Autonomy In Weapon Systems,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300009p.pdf?ver=2019-02-25-104306-377,2021-01-29 14:32,2021-01-30 12:44,True,300009p.pdf,../documents/pdfs/DoD/directives/300009p.pdf
Contingency Basing Outside The United States,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300010p.pdf?ver=2018-10-03-074326-980,2021-01-29 14:32,2021-01-30 12:44,True,300010p.pdf,../documents/pdfs/DoD/directives/300010p.pdf
Personnel Recovery in the Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300201p.pdf?ver=2019-02-25-104306-313,2021-01-29 14:32,2021-01-30 12:44,True,300201p.pdf,../documents/pdfs/DoD/directives/300201p.pdf
Order of Succession Pursuant to Executive Order 13533 and the Federal Vacancies Reform Act of 1998,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302004p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,302004p.pdf,../documents/pdfs/DoD/directives/302004p.pdf
DoD Continuity Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302026p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,302026p.pdf,../documents/pdfs/DoD/directives/302026p.pdf
Mission Assurance (MA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302040p.pdf?ver=2018-09-11-131221-983,2021-01-29 14:32,2021-01-30 12:44,True,302040p.pdf,../documents/pdfs/DoD/directives/302040p.pdf
Defense Crisis Management,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302044p.pdf?ver=2019-08-22-085328-887,2021-01-29 14:32,2021-01-30 12:44,True,302044p.pdf,../documents/pdfs/DoD/directives/302044p.pdf
Program Management for the Planning and Execution of Operational Contract Support,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302049d.pdf?ver=2020-08-14-151206-757,2021-01-29 14:32,2021-01-30 12:44,True,302049d.pdf,../documents/pdfs/DoD/directives/302049d.pdf
"Employment of DoD Capabilities in Support of The U.S. Secret Service (USSS), Department of Homeland Security (DHS)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302513p.pdf?ver=2019-01-16-124932-440,2021-01-29 14:32,2021-01-30 12:44,True,302513p.pdf,../documents/pdfs/DoD/directives/302513p.pdf
Evacuation of U.S. Citizens and Designated Aliens From Threatened Areas Abroad,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302514p.pdf?ver=2019-03-11-081756-860,2021-01-29 14:32,2021-01-30 12:44,True,302514p.pdf,../documents/pdfs/DoD/directives/302514p.pdf
Defense Support of Civil Authorities (DSCA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302518p.pdf?ver=2019-02-05-090338-707,2021-01-29 14:32,2021-01-30 12:44,True,302518p.pdf,../documents/pdfs/DoD/directives/302518p.pdf
Office of Economic Adjustment (OEA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/303001p.pdf,2021-01-29 14:32,2021-01-30 12:44,True,303001p.pdf,../documents/pdfs/DoD/directives/303001p.pdf
Space Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/310010.pdf?ver=2019-02-04-130744-620,2021-01-29 14:32,2021-01-30 12:44,True,310010.pdf,../documents/pdfs/DoD/directives/310010.pdf
DoD Management of Space Professional Development,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/310016p.pdf?ver=2019-02-04-123045-227,2021-01-29 14:32,2021-01-30 12:44,True,310016p.pdf,../documents/pdfs/DoD/directives/310016p.pdf
Pre-Positioned War Reserve Materiel (PWRM) Strategic Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311007p.pdf?ver=2019-08-20-105104-460,2021-01-29 14:32,2021-01-30 12:44,True,311007p.pdf,../documents/pdfs/DoD/directives/311007p.pdf
"DoD Intelligence Interrogations, Detainee Debriefings, and Tactical Questioning",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311509p.PDF?ver=jGpnKtR0wAagzqTY8cwdmg%3d%3d,2021-01-29 14:32,,False,None,None
DoD Support To The High-Value Detainee Interrogation Group (HIG),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311513p.pdf?ver=2020-08-26-124504-383,2021-01-29 14:32,2021-01-30 12:44,True,311513p.pdf,../documents/pdfs/DoD/directives/311513p.pdf
The Defense Warning Network,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311516e.pdf?ver=2020-08-10-145143-097,2021-01-29 14:32,2021-01-30 12:44,True,311516e.pdf,../documents/pdfs/DoD/directives/311516e.pdf
DoD Access to and Use of Publicly Available Information (PAI),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311518p.pdf?ver=2020-08-20-121154-277,2021-01-29 14:32,2021-01-30 12:44,True,311518p.pdf,../documents/pdfs/DoD/directives/311518p.pdf
Joint DoD-Department of Energy/National Nuclear Security Administration (DoD-DOE/NNSA) Nuclear Weapon Life-Cycle Activities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://directives.whs.mil/issuances/315001_CAC.pdf,2021-01-29 14:32,,False,None,None
DoD Nuclear Weapons Surety Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/315002p.pdf?ver=2019-04-29-074030-850,2021-01-29 14:32,2021-01-30 12:46,True,315002p.pdf,../documents/pdfs/DoD/directives/315002p.pdf
DoD Response to U.S. Nuclear Weapon and Radiological Material Incidents,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/315008p.pdf?ver=hy5h7iNjQJT6WlU18nmb4A%3d%3d,2021-01-29 14:32,2021-01-30 12:46,True,315008p.pdf,../documents/pdfs/DoD/directives/315008p.pdf
Homeland Defense Activities Conducted by The National Guard,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/316001p.pdf?ver=2019-02-04-124052-150,2021-01-29 14:32,2021-01-30 12:46,True,316001p.pdf,../documents/pdfs/DoD/directives/316001p.pdf
Major Range and Test Facility Base (MRTFB),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/320011p.pdf?ver=2018-10-24-083959-987,2021-01-29 14:32,2021-01-30 12:46,True,320011p.pdf,../documents/pdfs/DoD/directives/320011p.pdf
Sustaining Access to the Live Training and Test Domain,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/320015p.pdf?ver=2020-07-02-144702-607,2021-01-29 14:32,2021-01-30 12:46,True,320015p.pdf,../documents/pdfs/DoD/directives/320015p.pdf
Defense Grant and Agreement Regulatory System (DGARS),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/321006p.pdf?ver=2018-10-31-130252-053,2021-01-29 14:32,2021-01-30 12:46,True,321006p.pdf,../documents/pdfs/DoD/directives/321006p.pdf
Electronic Warfare (EW) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/322204p.pdf?ver=2019-04-29-073058-403,2021-01-29 14:32,2021-01-30 12:46,True,322204p.pdf,../documents/pdfs/DoD/directives/322204p.pdf
