Title,source,source link,link,link date,downloaded on,download success,file name,file path
OSD Washington Headquarters Services (WHS) Government Purchase Card (GPC) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a105p.pdf,2021-01-29 14:31,2021-01-30 13:15,True,a105p.pdf,../documents/pdfs/DoD/admin_instructions/a105p.pdf
Alternative Dispute Resolution (ADR) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a106p.pdf?ver=2019-02-13-104016-810,2021-01-29 14:31,2021-01-30 13:15,True,a106p.pdf,../documents/pdfs/DoD/admin_instructions/a106p.pdf
OSD and Joint Staff (JS) Freedom of Information Act (FOIA) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a108p.pdf?ver=2019-06-06-103957-437,2021-01-29 14:31,2021-01-30 13:15,True,a108p.pdf,../documents/pdfs/DoD/admin_instructions/a108p.pdf
Use of Motor Transportation and Scheduled DoD Shuttle Service in the Pentagon Area,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a109p.pdf?ver=2019-02-14-151539-617,2021-01-29 14:31,2021-01-30 13:15,True,a109p.pdf,../documents/pdfs/DoD/admin_instructions/a109p.pdf
Component Emergency Response on the Pentagon Reservation,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a111p.pdf,2021-01-29 14:31,2021-01-30 13:15,True,a111p.pdf,../documents/pdfs/DoD/admin_instructions/a111p.pdf
Washington Headquarters Services Fire Regulations (WHSFR),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a112p.pdf?ver=2019-02-14-151540-520,2021-01-29 14:31,2021-01-30 13:15,True,a112p.pdf,../documents/pdfs/DoD/admin_instructions/a112p.pdf
Operation and Management of the Pentagon Heliport,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://directives.whs.mil/issuances/a113_FOUO.pdf,2021-01-29 14:31,,False,None,None
Reasonable Accommodation for Individuals with Disabilities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a114p.pdf?ver=2019-02-14-151537-973,2021-01-29 14:31,2021-01-30 13:18,True,a114p.pdf,../documents/pdfs/DoD/admin_instructions/a114p.pdf
DoD Concessions Committee (DoDCC),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a0115p.pdf?ver=2019-08-12-085657-877,2021-01-29 14:31,2021-01-30 13:18,True,a0115p.pdf,../documents/pdfs/DoD/admin_instructions/a0115p.pdf
"Post-balanced Survivability Assessment (P-BSA) Program
(This website is not authorized to post controlled documents. DoD PKI certificate required to access this document.)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://directives.whs.mil/issuances/a116p_FOUO.pdf,2021-01-29 14:31,,False,None,None
Telework Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a117p.pdf?ver=2019-08-20-114632-840,2021-01-29 14:31,2021-01-30 13:20,True,a117p.pdf,../documents/pdfs/DoD/admin_instructions/a117p.pdf
Civilian Employees' Occupational Health and Medical Services Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a118p.pdf?ver=2019-04-03-104441-023,2021-01-29 14:31,2021-01-30 13:20,True,a118p.pdf,../documents/pdfs/DoD/admin_instructions/a118p.pdf
Ratification of Unauthorized Commitments,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a119p.pdf,2021-01-29 14:31,2021-01-30 13:20,True,a119p.pdf,../documents/pdfs/DoD/admin_instructions/a119p.pdf
Proper Use of Non-DoD Contracts and Interagency Acquisitions,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/AI120_2017.pdf,2021-01-29 14:31,2021-01-30 13:20,True,AI120_2017.pdf,../documents/pdfs/DoD/admin_instructions/AI120_2017.pdf
