Title,source,source link,link,link date
Equal Employment Opportunity (EEO) and Diversity Programs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a31p.pdf?ver=2019-02-14-151517-427,2021-01-29 14:31
Merit Promotion Plan,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a33p.pdf?ver=2019-02-14-151518-147,2021-01-29 14:31
Probationary Period for Newly Appointed Managers and Supervisors,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a35p.pdf?ver=2019-02-14-151518-210,2021-01-29 14:31
Employee Grievances,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a037p.pdf,2021-01-29 14:31
Employee Learning and Development,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a040p.pdf?ver=2017-07-19-142854-093,2021-01-29 14:31
Employment of Retired Members of the U.S. Armed Forces,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a045p.pdf,2021-01-29 14:31
Historical Research in the Files of the Office of the Secretary of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a50p.pdf?ver=2019-02-14-151518-520,2021-01-29 14:31
Printing and Reproduction Services,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a58p.pdf?ver=2019-02-14-151518-147,2021-01-29 14:31
Restrictions on the Employment of Relatives,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a65p.pdf?ver=2019-02-14-151518-177,2021-01-29 14:31
Leave Administration,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a67p.pdf?ver=2019-02-14-151518-193,2021-01-29 14:31
Washington Headquarters Services Issuance of Building Circulars,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a68p.pdf?ver=2019-02-14-151518-193,2021-01-29 14:31
Reduction in Force,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a071p.pdf,2021-01-29 14:31
"Welfare and Recreation Association of OSD, Office of the Chairman of the Joint Chiefs of Staff and the Joint Staff, and the Washington Headquarters Services (WHS)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a72p.pdf?ver=2019-02-14-151517-850,2021-01-29 14:31
OSD/Joint Staff (JS) Privacy Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a81p.pdf?ver=2019-02-25-104539-627,2021-01-29 14:31
OSD Senior and Junior Enlisted Service Members of the Year Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a082p.pdf?ver=2019-07-05-072723-730,2021-01-29 14:31
Pentagon Reservation Vehicle Parking Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a088p.pdf,2021-01-29 14:31
Personal Property Management and Accountability,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a94p.pdf?ver=2019-02-25-104540-203,2021-01-29 14:31
Labor-Management Relations,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a99p.pdf?ver=2019-02-25-104539-140,2021-01-29 14:31
Gifts from Foreign Governments,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a100p.pdf,2021-01-29 14:31
Personnel and Data Management Information Reporting Policies and Procedures for Implementation of the Defense Acquisition Workforce Improvement Act (DAWIA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a101p.pdf?ver=2019-02-26-125739-303,2021-01-29 14:31
Office of the Secretary of Defense (OSD) Federal Register (FR) System,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a102p.pdf?ver=jPSfJ-FUsD4wqoSpylpQ_A%3d%3d,2021-01-29 14:31
"Exhibits, Artwork, and Signs on the Pentagon Reservation",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a103p.pdf?ver=2019-05-13-131832-863,2021-01-29 14:31
OSD Washington Headquarters Services (WHS) Government Purchase Card (GPC) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a105p.pdf,2021-01-29 14:31
Alternative Dispute Resolution (ADR) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a106p.pdf?ver=2019-02-13-104016-810,2021-01-29 14:31
OSD and Joint Staff (JS) Freedom of Information Act (FOIA) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a108p.pdf?ver=2019-06-06-103957-437,2021-01-29 14:31
Use of Motor Transportation and Scheduled DoD Shuttle Service in the Pentagon Area,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a109p.pdf?ver=2019-02-14-151539-617,2021-01-29 14:31
Component Emergency Response on the Pentagon Reservation,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a111p.pdf,2021-01-29 14:31
Washington Headquarters Services Fire Regulations (WHSFR),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a112p.pdf?ver=2019-02-14-151540-520,2021-01-29 14:31
Operation and Management of the Pentagon Heliport,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://directives.whs.mil/issuances/a113_FOUO.pdf,2021-01-29 14:31
Reasonable Accommodation for Individuals with Disabilities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a114p.pdf?ver=2019-02-14-151537-973,2021-01-29 14:31
DoD Concessions Committee (DoDCC),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a0115p.pdf?ver=2019-08-12-085657-877,2021-01-29 14:31
"Post-balanced Survivability Assessment (P-BSA) Program
(This website is not authorized to post controlled documents. DoD PKI certificate required to access this document.)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://directives.whs.mil/issuances/a116p_FOUO.pdf,2021-01-29 14:31
Telework Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a117p.pdf?ver=2019-08-20-114632-840,2021-01-29 14:31
Civilian Employees' Occupational Health and Medical Services Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a118p.pdf?ver=2019-04-03-104441-023,2021-01-29 14:31
Ratification of Unauthorized Commitments,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/a119p.pdf,2021-01-29 14:31
Proper Use of Non-DoD Contracts and Interagency Acquisitions,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/admin_inst/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/ai/AI120_2017.pdf,2021-01-29 14:31
