Title,source,source link,link,link date
Contracted Civilian-Acquired Training (CCAT) for Reserve Components,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/120016p.pdf,2021-01-29 14:32
Managing the Reserve Components as an Operational Force,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/120017p.pdf,2021-01-29 14:32
Mortuary Affairs Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130022p.pdf?ver=2019-04-29-080316-833,2021-01-29 14:32
Appointment of Chaplains for The Military Departments,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130419p.pdf,2021-01-29 14:32
"Policy on Enlistment Bonuses, Accession Bonuses for New Officers In Critical Skills, Selective Reenlistment Bonuses, and Critical Skills Retention Bonuses for Active Members",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130421p.pdf,2021-01-29 14:32
DoD Physical Fitness and Body Fat Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130801p.pdf,2021-01-29 14:32
Joint DoD Committee on Fitness,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/130802p.pdf,2021-01-29 14:32
Military Department Foreign Area Officer (FAO) Programs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/131517p.pdf,2021-01-29 14:32
Voluntary Education Programs for Military Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132208p.pdf,2021-01-29 14:32
Funded Legal Education,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132212p.pdf,2021-01-29 14:32
Montgomery GI Bill (MGIB) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132216p.pdf,2021-01-29 14:32
Military Training,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132218p.pdf?ver=2019-10-03-070105-163,2021-01-29 14:32
Confinement of Military Prisoners and Administration of Military Correctional Programs and Facilities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/132504p.pdf,2021-01-29 14:32
Survivor Annuity Programs for The Uniformed Services,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133227p.pdf,2021-01-29 14:32
Boards for Correction of Military Records (BCMRs) and Discharge Review Boards (DRBs),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133241p.pdf,2021-01-29 14:32
Armed Forces Clothing Monetary Allowance Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/133805p.pdf,2021-01-29 14:32
Settling Personnel and General Claims and Processing Advance Decision Requests,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134020p.pdf,2021-01-29 14:32
Waiver of Debts Resulting from Erroneous Payments of Pay and Allowances,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134022p.pdf,2021-01-29 14:32
Department of Defense Education Activity (DODEA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134220p.pdf?ver=2020-07-07-110814-893,2021-01-29 14:32
Political Activities By Members of The Armed Forces,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/134410p.pdf,2021-01-29 14:32
Department of Defense Military Equal Opportunity (MEO) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/135002p.pdf?ver=2019-04-29-080315-210,2021-01-29 14:32
Legal Assistance Matters,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/135004p.pdf?ver=2019-07-08-102123-553,2021-01-29 14:32
DoD Policy for Civilian Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140005p.pdf,2021-01-29 14:32
DoD Civilian Personnel Management System,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140025p.pdf,2021-01-29 14:32
Defense Civilian Intelligence Personnel System (DCIPS),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140035p.pdf?ver=2020-08-28-084617-743,2021-01-29 14:32
DoD Nonappropriated Fund Instrumentality (NAFI) Employee Whistleblower Protection,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140103p.pdf?ver=2020-02-28-131906-483,2021-01-29 14:32
The Senior Executive Service and Equivalent-Level Positions and Personnel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140301p.pdf,2021-01-29 14:32
The Career Lifecycle Management of The Senior Executive Service Leaders Within The Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/140303p.pdf,2021-01-29 14:32
Basic Allowance for Subsistence (BAS) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/141805p.pdf,2021-01-29 14:32
DoD Civilian Equal Employment Opportunity (EEO) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/14401p.pdf?ver=2019-06-06-101301-593,2021-01-29 14:32
Civil Affairs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200013p.pdf?ver=2019-02-11-124951-983,2021-01-29 14:32
United States Policy on The Committee on Women In The North Atlantic Treaty Organization (NATO) Forces,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200017p.pdf,2021-01-29 14:32
Maritime Domain Awareness (MDA) in the Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/200502e.pdf?ver=2019-02-13-092223-660,2021-01-29 14:32
The North Atlantic Treaty Organization (NATO) Security Investment Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/201005p.pdf?ver=2018-09-27-133516-190,2021-01-29 14:32
Acquisition and Cross-Servicing Agreements,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/201009p.pdf?ver=2018-09-26-083859-497,2021-01-29 14:32
"Implementation of, and Compliance with, Arms Control Agreements",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206001p.pdf?ver=2020-06-23-112531-343,2021-01-29 14:32
DoD Countering Weapons of Mass Destruction (WMD) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206002_dodd_2017.pdf,2021-01-29 14:32
DoD Support to the National Technical Nuclear Forensics (NTNF) Program (U),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S206004_placeholder.pdf?ver=ZpACByhjchdjP4V-6CbkxA%3d%3d,2021-01-29 14:32
DoD Personnel Support to the United Nations,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/206501p.pdf?ver=2019-08-07-114238-280,2021-01-29 14:32
Recoupment of Nonrecurring Costs (NCs) on Sales of U.S. Items,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/214002p.pdf?ver=2018-05-22-090324-387,2021-01-29 14:32
DoD Detainee Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231001e.pdf?ver=2020-09-17-120725-733,2021-01-29 14:32
Past Conflict Personnel Accounting Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231007p.pdf?ver=2018-04-23-075909-973,2021-01-29 14:32
DoD Law of War Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/231101p.pdf?ver=2020-07-02-143157-007,2021-01-29 14:32
"DoD Executive Agent for Non-Lethal Weapons (NLW), and NLW Policy",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300003p.pdf?ver=2018-10-24-112944-467,2021-01-29 14:32
Stabilization,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300005p.pdf?ver=2018-12-13-145923-550,2021-01-29 14:32
Combat Support Agencies (CSAs),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300006p.pdf?ver=2019-01-24-093121-273,2021-01-29 14:32
Irregular Warfare (IW),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300007p.pdf?ver=2019-02-04-124731-573,2021-01-29 14:32
Autonomy In Weapon Systems,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300009p.pdf?ver=2019-02-25-104306-377,2021-01-29 14:32
Contingency Basing Outside The United States,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300010p.pdf?ver=2018-10-03-074326-980,2021-01-29 14:32
Personnel Recovery in the Department of Defense,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/300201p.pdf?ver=2019-02-25-104306-313,2021-01-29 14:32
Order of Succession Pursuant to Executive Order 13533 and the Federal Vacancies Reform Act of 1998,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302004p.pdf,2021-01-29 14:32
DoD Continuity Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302026p.pdf,2021-01-29 14:32
Mission Assurance (MA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302040p.pdf?ver=2018-09-11-131221-983,2021-01-29 14:32
Defense Crisis Management,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302044p.pdf?ver=2019-08-22-085328-887,2021-01-29 14:32
Program Management for the Planning and Execution of Operational Contract Support,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302049d.pdf?ver=2020-08-14-151206-757,2021-01-29 14:32
"Employment of DoD Capabilities in Support of The U.S. Secret Service (USSS), Department of Homeland Security (DHS)",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302513p.pdf?ver=2019-01-16-124932-440,2021-01-29 14:32
Evacuation of U.S. Citizens and Designated Aliens From Threatened Areas Abroad,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302514p.pdf?ver=2019-03-11-081756-860,2021-01-29 14:32
Defense Support of Civil Authorities (DSCA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/302518p.pdf?ver=2019-02-05-090338-707,2021-01-29 14:32
Office of Economic Adjustment (OEA),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/303001p.pdf,2021-01-29 14:32
Space Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/310010.pdf?ver=2019-02-04-130744-620,2021-01-29 14:32
DoD Management of Space Professional Development,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/310016p.pdf?ver=2019-02-04-123045-227,2021-01-29 14:32
Pre-Positioned War Reserve Materiel (PWRM) Strategic Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311007p.pdf?ver=2019-08-20-105104-460,2021-01-29 14:32
"DoD Intelligence Interrogations, Detainee Debriefings, and Tactical Questioning",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311509p.PDF?ver=jGpnKtR0wAagzqTY8cwdmg%3d%3d,2021-01-29 14:32
DoD Support To The High-Value Detainee Interrogation Group (HIG),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311513p.pdf?ver=2020-08-26-124504-383,2021-01-29 14:32
The Defense Warning Network,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311516e.pdf?ver=2020-08-10-145143-097,2021-01-29 14:32
DoD Access to and Use of Publicly Available Information (PAI),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/311518p.pdf?ver=2020-08-20-121154-277,2021-01-29 14:32
Joint DoD-Department of Energy/National Nuclear Security Administration (DoD-DOE/NNSA) Nuclear Weapon Life-Cycle Activities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://directives.whs.mil/issuances/315001_CAC.pdf,2021-01-29 14:32
DoD Nuclear Weapons Surety Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/315002p.pdf?ver=2019-04-29-074030-850,2021-01-29 14:32
DoD Response to U.S. Nuclear Weapon and Radiological Material Incidents,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/315008p.pdf?ver=hy5h7iNjQJT6WlU18nmb4A%3d%3d,2021-01-29 14:32
Homeland Defense Activities Conducted by The National Guard,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/316001p.pdf?ver=2019-02-04-124052-150,2021-01-29 14:32
Major Range and Test Facility Base (MRTFB),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/320011p.pdf?ver=2018-10-24-083959-987,2021-01-29 14:32
Sustaining Access to the Live Training and Test Domain,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/320015p.pdf?ver=2020-07-02-144702-607,2021-01-29 14:32
Defense Grant and Agreement Regulatory System (DGARS),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/321006p.pdf?ver=2018-10-31-130252-053,2021-01-29 14:32
Electronic Warfare (EW) Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/322204p.pdf?ver=2019-04-29-073058-403,2021-01-29 14:32
DoD Support for Commercial Space Launch Activities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/32303p.pdf?ver=2019-05-23-125810-070,2021-01-29 14:32
"DoD Combat Feeding Research and Engineering Program, DoD Combat Feeding Research and Engineering Board, and DoD Nutrition Committee",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/323502p.pdf?ver=2018-11-13-082922-863,2021-01-29 14:32
DoD Document and Media Exploitation (DOMEX),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/330003p.PDF?ver=sp2CG3B5Ff7OeYEApLQAFw%3d%3d,2021-01-29 14:32
(U) DoD Case Officer Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S330517_placeholder.pdf?ver=FtY3DPpDsx-ElXc8RSZCDQ%3d%3d,2021-01-29 14:32
(U) Foreign Materiel Program (FMP),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S332509p_placeholder.pdf?ver=5OIwUf6PVeU_Kqn-7ztHNw%3d%3d,2021-01-29 14:32
Classified Title,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/332505x.pdf?ver=2020-07-16-132929-843,2021-01-29 14:32
"(U) Oversight Management, and Execution of Defense Clandestine Source Operation",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S332509p_placeholder.pdf?ver=5OIwUf6PVeU_Kqn-7ztHNw%3d%3d,2021-01-29 14:32
Information Operations (IO),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/360001p.pdf?ver=2019-08-12-094732-187,2021-01-29 14:32
Electromagnetic Spectrum Enterprise Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/361001p.pdf?ver=2020-09-04-112353-317,2021-01-29 14:32
DoD Command and Control (C2) Enabling Capabilities,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/370001p.pdf?ver=2019-06-06-120430-787,2021-01-29 14:32
(U) National Leadership Command Capability (NLCC),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/S371001_placeholder.pdf?ver=XzZn6ENOtDAf9CSLkjr_7g%3d%3d,2021-01-29 14:32
(U) Undersea Cable (USC) Communications,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/DoDD%203790.01%20placeholder.pdf?ver=2019-11-05-072232-427,2021-01-29 14:32
"DoD Executive Agent for Counter Small Unmanned Aircraft Systems for Unmanned Aircraft Groups 1, 2, and 3",Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://directives.whs.mil/issuances/380001p.pdf,2021-01-29 14:32
Special Operations Policy and Oversight Council (SOPOC),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/380101.PDF?ver=2018-02-12-095119-977,2021-01-29 14:32
North Atlantic Treaty Organization (NATO) Special Operations Headquarters (NSHQ),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/380102p.pdf?ver=2019-05-28-134326-997,2021-01-29 14:32
Designating and Naming Military Aerospace Vehicles,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/412015p.pdf?ver=2020-09-17-143855-857,2021-01-29 14:32
Maintenance of Military Materiel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/415118p.pdf?ver=2018-12-18-102004-423,2021-01-29 14:32
Real Property,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/416506p.pdf?ver=2018-11-06-074130-980,2021-01-29 14:32
Homeowners Assistance Program (HAP),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/416550e.pdf?ver=2018-11-06-140911-727,2021-01-29 14:32
DoD Energy Policy,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/418001.pdf?ver=2018-11-07-112520-837,2021-01-29 14:32
Manufacturing Technology (ManTech) Program,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/420015p.pdf?ver=2018-10-23-082506-347,2021-01-29 14:32
Military Construction,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/427005p.pdf?ver=2018-11-08-080607-280,2021-01-29 14:32
Host Nation-Funded Construction Programs in the U.S. Pacific Command Area of Responsibility,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/427034p.pdf?ver=2018-11-08-084434-283,2021-01-29 14:32
Acquisition and Management of Industrial Resources,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/427505p.pdf?ver=2018-11-08-122537-997,2021-01-29 14:32
Defense Production Act Programs,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/440001p.pdf?ver=2018-11-09-111906-183,2021-01-29 14:32
Transportation and Traffic Management,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/450009p.pdf?ver=2019-12-27-071307-373,2021-01-29 14:32
DoD Foreign Clearance Program (FCP),Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/450054E.pdf?ver=2019-02-04-122604-257,2021-01-29 14:32
DoD Policy on the Use of Government Aircraft and Air Travel,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/450056p.pdf?ver=2019-04-03-081124-490,2021-01-29 14:32
DoD Transportation Engineering,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/451011p.pdf?ver=2019-04-29-074025-207,2021-01-29 14:32
DoD Support for Travel of Members and Employees of Congress,Executive Services Directorate,https://www.esd.whs.mil/Directives/issuances/dodd/,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodd/451512p.pdf,2021-01-29 14:32
