Title,source,source link,link,link date
ALCOHOLIC BEVERAGE PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi34-219_usafasup_i/afi34-219_usafasup_i.pdf,2021-01-29 14:35
MEDIA OPERATIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi35-104_usafasup_i/afi35-104_usafasup_i.pdf,2021-01-29 14:35
COMMUNITY RELATIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi35-105_usafasup_i/afi35-105_usafasup_i.pdf,2021-01-29 14:35
PUBLIC WEB COMMUNICATIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi35-107_usafasup_i/afi35-107_usafasup_i.pdf,2021-01-29 14:35
VISUAL INFORMATION,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi35-109_usafasup/afi35-109_usafasup.pdf,2021-01-29 14:35
SPECIAL TROPHIES AND AWARDS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi36-2805_usafasup_i/afi36-2805_usafasup_i.pdf,2021-01-29 14:35
PROFESSIONAL AND UNPROFESSIONAL RELATIONSHIPS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi36-2909_usafasup/afi36-2909_usafasup.pdf,2021-01-29 14:35
CASUALTY SERVICES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi36-3002_usafasup_i/afi36-3002_usafasup_i.pdf,2021-01-29 14:35
PAY SETTING,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi36-802_usafasup/afi36-802_usafasup.pdf,2021-01-29 14:35
ABSENCE AND LEAVE,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi36-815_usafasup/afi36-815_usafasup.pdf,2021-01-29 14:35
AIR FORCE SURVEY PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi38-501_usafasup/afi38-501_usafasup.pdf,2021-01-29 14:35
MEDICAL SUPPORT TO FAMILY MEMBER RELOCATION AND EXCEPTIONAL FAMILY MEMBER PROGRAM (EFMP),Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/,2021-01-29 14:35
GIFTS TO THE DEPARTMENT OF THE AIR FORCE,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi51-601_usafasup/afi51-601_usafasup.pdf,2021-01-29 14:35
DISSIDENT AND PROTEST ACTIVITIES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi51-903_usafasup/afi51-903_usafasup.pdf,2021-01-29 14:35
THE DOMESTIC TECHNOLOGY TRANSFER PROCESS AND THE OFFICES OF RESEARCH AND TECHNOLOGY APPLICATIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi61-301_usafasup/afi61-301_usafasup_.pdf,2021-01-29 14:35
ACQUISITION OF SERVICES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi63-138_usafasup/afi63-138_usafasup.pdf,2021-01-29 14:35
ART PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi84-104_usafasup_i/afi84-104_usafasup_i.pdf,2021-01-29 14:35
THE AIR FORCE INSPECTION SYSTEM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi90-201_usafasup/afi90-201_usafasup.pdf,2021-01-29 14:35
THE US AIR FORCE MISHAP PREVENTION PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi91-202_usafasup/afi91-202_usafasup.pdf,2021-01-29 14:35
SAFETY INVESTIGATION AND HAZARD REPORTING,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afi91-204_usafasup/afi91-204_usafasup.pdf,2021-01-29 14:35
THE US AIR FORCE TRAFFIC SAFETY PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/,2021-01-29 14:35
INSTALLATION PERIMETER ACCESS CONTROL (FOUO),Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afman31-113_usafasup-o/afman31-113_usafasup-o.pdf,2021-01-29 14:35
AIR FORCE MOTOR VEHICLE TRAFFIC SUPERVISION,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afman31-116_usafasup/afman31-116_usafasup.pdf,2021-01-29 14:35
CONTROL PROCEDURES FOR PROTECTING NAF ASSETS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afman34-212_usafasup_i/afman34-212_usafasup_i.pdf,2021-01-29 14:35
Nonappropriated Fund (NAF) Contracting Procedures,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/afman64-302_usafasup1/afman64-302_usafasup1.pdf,2021-01-29 14:35
USAFA CAPABILITY REQUIREMENTS DEVELOPMENT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafa10-601/usafai10-601.pdf,2021-01-29 14:35
USAFA KEY PERSONNEL LISTING,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafadir33-1/usafadir33-1.pdf,2021-01-29 14:35
JACKS VALLEY TRAINING COMPLEX (JVTC),Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai10-208/usafai10-208.pdf,2021-01-29 14:35
RESOURCE AUGMENTATION DUTY PROGRAM (FOUO),Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai10-243/for_official_use_only.pdf,2021-01-29 14:35
USAF ACADEMY PLANS DEVELOPMENT AND MANAGEMENT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai10-405/usafai10-405.pdf,2021-01-29 14:35
UNITED STATES AIR FORCE ACADEMY AERIAL EVENTS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai11-209/usafai11-209.pdf,2021-01-29 14:35
AIRFIELD OPERATIONS AND BASE FLYING PROCEDURES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai13-204/usafai13-204.pdf,2021-01-29 14:35
INTERNATIONAL EDUCATION PROGRAMS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai16-101/usafai16-101.pdf,2021-01-29 14:35
CORPORATE PROCESS AND GOVERNANCE,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai16-501/usafai16-501.pdf,2021-01-29 14:35
INFORMATION TECHNOLOGY (IT) SERVICE MANAGEMENT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai17-101/usafai17-101.pdf,2021-01-29 14:35
CRASH DAMAGED DISABLED AIRCRAFT RECOVERY (CDDAR) PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/,2021-01-29 14:35
USAF ACADEMY CADET LOGISTICS FLIGHT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai23-202/usafai23-202.pdf,2021-01-29 14:35
AIRLIFT SUPPORT FOR USAF ACADEMY ACTIVITIES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai24-101/usafai24-101.pdf,2021-01-29 14:35
POST-SEASON CONTEST PARTICIPATION,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai24-102/usafai24-102.pdf,2021-01-29 14:35
FOOTBALL TEAM CHARTER AIRCRAFT MANAGEMENT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai24-103/usafai24-103.pdf,2021-01-29 14:35
"USE, CONTROL, AND PROTECTION OF HARMON HALL (BUILDING 2304)",Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai31-102/usafai31-102.pdf,2021-01-29 14:35
"PREPARATION AND USE OF USAFA FORM 135, REQUEST FOR AIRFIELD AND AIRSPACE CRITERIA WAIVER",Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-1007/usafai32-1007.pdf,2021-01-29 14:35
FIRE PREVENTION PRACTICES AND FIRE PROTECTION ENGINEERING STANDARDS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-2001/usafa32-2001.pdf,2021-01-29 14:35
OBTAINING NEW OR DUPLICATE KEYS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-5001/usafai32-5001.pdf,2021-01-29 14:35
UNACCOMPANIED DORMITORY POLICIES/INSTRUCTIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-6005/usafai32-6005.pdf,2021-01-29 14:35
NATURAL RESOURCES ON THE USAF ACADEMY,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-7001/usafai32-7001.pdf,2021-01-29 14:35
"PREPARATION AND USE OF USAFA FORM 117, REQUEST FOR SHORT-TERM FACILITY USE",Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai32-9001/usafai32-9001.pdf,2021-01-29 14:35
PRESENTATION/PUBLIC ADDRESS AND VIDEO TELECONFERENCING SUPPORT,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai33-304/usafai33-304.pdf,2021-01-29 14:35
COMMISSARY LICENSEES,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-101/usafai34-101.pdf,2021-01-29 14:35
PEREGRINE PINES FAMCAMP,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-103/usafai34-103.pdf,2021-01-29 14:35
OPERATING THE CADET DINING FACILITY,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-104/usafai34-104.pdf,2021-01-29 14:35
SPECIAL COLLECTIONS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-150/usafai34-150.pdf,2021-01-29 14:35
USAF ACADEMY HONOR GUARD,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-243/usafai34-243.pdf,2021-01-29 14:35
USING THE USAF ACADEMY CEMETERY,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai34-501/usafai34-501.pdf,2021-01-29 14:35
"PREPARATION AND USE OF USAFA FORM 9, CLEARANCE RECORD FOR EMPLOYEES LEAVING THE ACADEMY",Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-101/usafai36-101.pdf,2021-01-29 14:35
APPOINTMENT AND PROMOTION TO ACADEMIC RANKS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-150/usafai36-150.pdf,2021-01-29 14:35
CADET SERVICE ACADEMY EXCHANGE PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2001/usafai36-2001.pdf,2021-01-29 14:35
CADET WEIGHT AND FITNESS PROGRAMS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2002/usafai36-2002.pdf,2021-01-29 14:35
READMISSION OF FORMER USAF ACADEMY CADETS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2005/usafai36-2005.pdf,2021-01-29 14:35
APPLICATION FOR AND ADMINISTRATION OF CADET TURNBACK PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2007/usafai36-2007.pdf,2021-01-29 14:35
CADET SPONSOR PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2008/usafai36-2008.pdf,2021-01-29 14:35
APPLICATION AND ADMINISTRATION OF CADET INTERMISSION PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2009/usafai36-2009.pdf,2021-01-29 14:35
SUPERINTENDENT'S USAF ACADEMY PREPARATORY SCHOOL ADVISORY COMMITTEE,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2013/usafai36-2013.pdf,2021-01-29 14:35
USAFA Commissioning Education,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2015/usafai36-2015.pdf,2021-01-29 14:35
THE CADET ESCORT PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2016/usafai36-2016.pdf,2021-01-29 14:35
CADET NON-ACADEMIC APPOINTMENT SYSTEM (NAS),Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2017/usafai36-2017.pdf,2021-01-29 14:35
"PREPARATION AND USE OF USAFA FORM 72, REQUEST FOR EXTENSION OR EARLY RELEASE OF ACADEMY TOUR AND USAFA FORM 98, USAFA AFIT REQUISITION",Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2101/usafai36-2101.pdf,2021-01-29 14:35
USAFA SISTER SERVICE EXCHANGE OFFICER PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2102/usafai36-2102.pdf,2021-01-29 14:35
MILITARY PERFORMANCE APPRAISAL,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2401/usafai36-2401.pdf,2021-01-29 14:35
MALHAM M. WAKIN CHARACTER AND LEADERSHIP DEVELOPMENT AWARD,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2805/usafai36-2805.pdf,2021-01-29 14:35
COLONEL JAMES JABARA AIRMANSHIP AWARD,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2807/usafai36-2807.pdf,2021-01-29 14:35
USAF ACADEMY CADET AWARDS PROGRAM,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2809/usafai36-2809.pdf,2021-01-29 14:35
OUTSTANDING ACADEMY EDUCATOR AWARDS,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2811/usafai36-2811.pdf,2021-01-29 14:35
Air Force Academy Distinguished Service Award,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2813/usafai36-2813.pdf,2021-01-29 14:35
SULLENBERGER AWARD FOR COURAGE,Air Force E-Publishing,https://www.e-publishing.af.mil/Product-Index/,https://static.e-publishing.af.mil/production/1/usafa/publication/usafai36-2814/usafai36-2814.pdf,2021-01-29 14:35
